"seed","Accuracy","Precision","Sensitivity","Specificity","AUC"
53154889,0.720564042303173,0.23767423090895,0.682438056021917,0.725388104389741,0.769671987745816
20231681,0.725186055620838,0.241455596107678,0.683446138965912,0.730321774508624,0.770714077574055
88484613,0.724481002741872,0.239972151396494,0.679804134759065,0.730074331414882,0.76868297521063
2230162,0.722679200940071,0.238724422845776,0.680187944589583,0.727945028566004,0.770381198281441
49685100,0.722326674500588,0.23869122799807,0.680683644269513,0.727582235269663,0.770738489000337
