"seed","Accuracy","Precision","Sensitivity","Specificity","AUC"
53154889,0.72346259302781,0.240133897735145,0.683488935719209,0.728511609755281,0.771677966563362
20231681,0.725499412455934,0.242622843816818,0.689097073149066,0.729948960327408,0.770753656161142
88484613,0.724559341950646,0.241193160202222,0.686171433301229,0.729369231358844,0.770209140657763
2230162,0.723540932236584,0.240487378046176,0.686452099005634,0.728114311153308,0.772013442141359
49685100,0.721582452017235,0.237643604651829,0.677664754757868,0.727095664818555,0.770553853321484
