name,seed,size,initial_board,final_board,duration,states
forward_checking,1827364512,8,"[2, 7, ?, ?, ?, ?, ?, ?]","[2, 7, 3, 6, 0, 5, 1, 4]",0.00045490264892578125,48
forward_checking,1827364512,10,"[0, 7, ?, ?, ?, ?, ?, ?, ?, ?]","[0, 7, 1, 6, 8, 2, 4, 9, 3, 5]",0.0010356903076171875,76
forward_checking,1827364512,12,"[11, 1, ?, ?, ?, ?, ?, 6, ?, ?, ?, ?]","[11, 1, 3, 7, 10, 2, 9, 6, 4, 0, 8, 5]",0.0015294551849365234,224
forward_checking,1827364512,15,"[6, ?, 0, ?, ?, ?, 5, ?, ?, ?, ?, ?, ?, ?, ?]","[6, 2, 0, 10, 8, 14, 5, 1, 13, 11, 7, 4, 12, 3, 9]",0.0007214546203613281,74

forward_checking,938475612,4,"[?, ?, 3, ?]","[2, 0, 3, 1]",9.72747802734375e-05,7
forward_checking,938475612,8,"[?, 4, 1, ?, ?, ?, ?, ?]","[2, 4, 1, 7, 5, 3, 6, 0]",0.0002281665802001953,32
forward_checking,938475612,10,"[?, 8, ?, ?, 1, ?, ?, ?, ?, ?]","[2, 8, 5, 7, 1, 3, 0, 6, 4, 9]",0.0006330013275146484,87
forward_checking,938475612,12,"[?, 6, 8, ?, 0, ?, ?, ?, ?, ?, ?, ?]","[1, 6, 8, 10, 0, 4, 9, 7, 3, 11, 2, 5]",0.0003426074981689453,25
forward_checking,938475612,15,"[?, 13, 1, ?, ?, ?, 3, ?, ?, ?, ?, ?, ?, ?, ?]","[0, 13, 1, 5, 9, 11, 3, 8, 2, 12, 14, 7, 10, 4, 6]",0.03202986717224121,2728

forward_checking,564738291,4,"[0, ?, ?, ?]",null,5.1021575927734375e-05,7
forward_checking,564738291,8,"[6, ?, ?, 7, ?, ?, ?, ?]","[6, 0, 2, 7, 5, 3, 1, 4]",0.000301361083984375,29
forward_checking,564738291,10,"[?, ?, ?, ?, ?, ?, 0, ?, 5, ?]","[1, 4, 6, 8, 3, 7, 0, 2, 5, 9]",0.000823974609375,80
forward_checking,564738291,12,"[8, ?, ?, ?, ?, ?, 1, ?, ?, ?, 10, ?]","[8, 0, 3, 6, 9, 7, 1, 11, 2, 5, 10, 4]",0.0004000663757324219,15
forward_checking,564738291,15,"[6, ?, ?, ?, ?, ?, ?, ?, ?, ?, 11, ?, ?, 13, ?]","[6, 0, 5, 1, 8, 12, 3, 9, 2, 14, 11, 4, 7, 13, 10]",0.004288911819458008,400

forward_checking,2039485761,4,"[?, 2, ?, ?]",null,3.5762786865234375e-05,6
forward_checking,2039485761,8,"[?, ?, 3, ?, ?, ?, 1, ?]","[2, 7, 3, 6, 0, 5, 1, 4]",0.0003266334533691406,46
forward_checking,2039485761,10,"[?, ?, ?, 8, 2, ?, ?, ?, ?, ?]","[0, 7, 5, 8, 2, 9, 3, 6, 4, 1]",0.0005025863647460938,42
forward_checking,2039485761,12,"[?, ?, ?, 2, ?, ?, 10, ?, ?, 9, ?, ?]","[1, 3, 7, 2, 11, 8, 10, 5, 0, 9, 4, 6]",0.0005936622619628906,75
forward_checking,2039485761,15,"[?, ?, ?, 12, ?, ?, ?, 14, ?, ?, ?, ?, ?, 9, ?]","[0, 2, 6, 12, 10, 8, 4, 14, 1, 3, 7, 13, 11, 9, 5]",0.007437944412231445,810

forward_checking,1092837465,4,"[0, ?, ?, ?]",null,6.437301635742188e-05,7
forward_checking,1092837465,8,"[3, ?, ?, ?, ?, 7, ?, ?]","[3, 1, 6, 2, 5, 7, 4, 0]",0.0003058910369873047,25
forward_checking,1092837465,10,"[5, ?, ?, ?, 8, ?, ?, ?, ?, ?]","[5, 0, 4, 6, 8, 3, 1, 7, 9, 2]",0.0005764961242675781,66
forward_checking,1092837465,12,"[5, 11, ?, ?, 4, ?, ?, ?, ?, ?, ?, ?]","[5, 11, 0, 6, 4, 2, 10, 8, 3, 1, 9, 7]",0.0016291141510009766,132
forward_checking,1092837465,15,"[14, 8, ?, ?, ?, ?, ?, ?, ?, ?, ?, 9, ?, ?, ?]","[14, 8, 1, 3, 7, 11, 2, 0, 13, 4, 12, 9, 6, 10, 5]",0.00592041015625,434

forward_checking,847362915,4,"[1, ?, ?, ?]","[1, 3, 0, 2]",4.887580871582031e-05,5
forward_checking,847362915,8,"[5, 3, ?, ?, ?, ?, ?, ?]","[5, 3, 0, 4, 7, 1, 6, 2]",0.00012350082397460938,11
forward_checking,847362915,10,"[?, ?, ?, 8, ?, 5, ?, ?, ?, ?]","[1, 7, 4, 8, 0, 5, 9, 2, 6, 3]",0.0004076957702636719,41
forward_checking,847362915,12,"[?, 3, ?, 0, ?, 4, ?, ?, ?, ?, ?, ?]","[5, 3, 11, 0, 8, 4, 1, 7, 2, 10, 6, 9]",0.008430719375610352,1074
forward_checking,847362915,15,"[?, 10, ?, 14, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 13]","[0, 10, 5, 14, 8, 3, 7, 12, 2, 11, 6, 4, 9, 1, 13]",0.031542301177978516,2728

forward_checking,192837465,4,"[?, ?, 0, ?]","[1, 3, 0, 2]",5.0067901611328125e-05,3
forward_checking,192837465,8,"[?, 4, ?, ?, ?, ?, ?, 0]","[2, 4, 1, 7, 5, 3, 6, 0]",0.0003986358642578125,60
forward_checking,192837465,10,"[0, ?, ?, ?, ?, 7, ?, ?, ?, ?]","[0, 4, 6, 1, 9, 7, 3, 8, 2, 5]",0.0009844303131103516,174
forward_checking,192837465,12,"[4, ?, ?, 2, ?, 1, ?, ?, ?, ?, ?, ?]","[4, 6, 9, 2, 5, 1, 8, 10, 0, 7, 3, 11]",0.0024750232696533203,165
forward_checking,192837465,15,"[13, ?, ?, ?, ?, 10, ?, ?, ?, 0, ?, ?, ?, ?, ?]","[13, 1, 3, 11, 8, 10, 5, 14, 2, 0, 12, 7, 4, 6, 9]",0.006729841232299805,885

forward_checking,374829105,4,"[?, ?, 2, ?]",null,6.723403930664062e-05,8
forward_checking,374829105,8,"[?, ?, ?, ?, 7, ?, ?, 2]","[0, 6, 3, 5, 7, 1, 4, 2]",0.00032639503479003906,34
forward_checking,374829105,10,"[?, ?, ?, 1, ?, ?, 3, ?, ?, ?]","[0, 4, 6, 1, 9, 7, 3, 8, 2, 5]",0.0006873607635498047,94
forward_checking,374829105,12,"[?, ?, ?, 10, 3, ?, ?, ?, 11, ?, ?, ?]","[0, 5, 7, 10, 3, 6, 2, 9, 11, 1, 8, 4]",0.0010840892791748047,132
forward_checking,374829105,15,"[?, 8, ?, ?, ?, ?, 14, ?, ?, ?, ?, ?, ?, ?, 3]","[0, 8, 4, 9, 7, 2, 14, 11, 13, 1, 5, 12, 10, 6, 3]",0.001924276351928711,168

forward_checking,2837465920,4,"[?, 2, ?, ?]",null,3.933906555175781e-05,6
forward_checking,2837465920,8,"[?, ?, ?, ?, 0, 6, ?, ?]","[2, 4, 1, 7, 0, 6, 3, 5]",0.0001285076141357422,9
forward_checking,2837465920,10,"[1, ?, ?, ?, 9, ?, ?, ?, ?, ?]","[1, 3, 5, 7, 9, 0, 2, 4, 6, 8]",0.0002892017364501953,31
forward_checking,2837465920,12,"[0, ?, 3, ?, ?, ?, ?, ?, ?, ?, ?, 8]","[0, 5, 3, 9, 7, 10, 2, 6, 1, 11, 4, 8]",0.001215219497680664,194
forward_checking,2837465920,15,"[12, ?, ?, ?, 11, ?, ?, ?, ?, ?, ?, 14, ?, ?, ?]","[12, 0, 2, 7, 11, 6, 1, 13, 10, 5, 3, 14, 9, 4, 8]",0.007046937942504883,634

forward_checking,918273645,4,"[?, ?, ?, 3]",null,6.651878356933594e-05,7
forward_checking,918273645,8,"[?, ?, ?, 6, ?, 2, ?, ?]",null,0.0008642673492431641,152
forward_checking,918273645,10,"[?, ?, 2, 4, ?, ?, ?, ?, ?, ?]","[3, 7, 2, 4, 9, 0, 8, 5, 1, 6]",0.00022220611572265625,12
forward_checking,918273645,12,"[?, ?, ?, ?, ?, ?, 2, 7, ?, 3, ?, ?]","[1, 9, 4, 6, 11, 0, 2, 7, 5, 3, 8, 10]",0.002819538116455078,446
forward_checking,918273645,15,"[?, ?, 2, 5, ?, ?, ?, ?, ?, ?, ?, ?, 13, ?, ?]","[3, 8, 2, 5, 9, 0, 14, 11, 4, 1, 7, 10, 13, 6, 12]",0.0017435550689697266,167

forward_checking,657483920,4,"[?, ?, 2, ?]",null,5.602836608886719e-05,8
forward_checking,657483920,8,"[?, ?, ?, 5, 0, ?, ?, ?]","[3, 1, 7, 5, 0, 2, 4, 6]",0.0001876354217529297,31
forward_checking,657483920,10,"[?, ?, ?, ?, 1, ?, 4, ?, ?, ?]","[0, 3, 6, 9, 1, 8, 4, 2, 7, 5]",0.0007610321044921875,112
forward_checking,657483920,12,"[?, 9, ?, ?, 1, ?, ?, ?, 8, ?, ?, ?]","[2, 9, 11, 6, 1, 3, 5, 0, 8, 10, 4, 7]",0.0012428760528564453,216
forward_checking,657483920,15,"[?, ?, ?, ?, ?, ?, 10, ?, 9, ?, ?, 11, ?, ?, ?]","[2, 0, 7, 12, 14, 3, 10, 4, 9, 5, 13, 11, 1, 8, 6]",0.006103992462158203,772

forward_checking,1203948576,4,"[?, ?, 0, ?]","[1, 3, 0, 2]",4.982948303222656e-05,3
forward_checking,1203948576,8,"[0, ?, ?, ?, ?, ?, 1, ?]","[0, 4, 7, 5, 2, 6, 1, 3]",0.0002982616424560547,53
forward_checking,1203948576,10,"[4, 9, ?, ?, ?, ?, ?, ?, ?, ?]","[4, 9, 0, 5, 3, 1, 7, 2, 8, 6]",0.0009605884552001953,121
forward_checking,1203948576,12,"[3, 8, ?, ?, ?, ?, ?, ?, 9, ?, ?, ?]","[3, 8, 0, 7, 4, 10, 1, 6, 9, 11, 2, 5]",0.0016548633575439453,248
forward_checking,1203948576,15,"[14, 8, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, 2]","[14, 8, 0, 3, 9, 6, 12, 10, 4, 1, 5, 13, 11, 7, 2]",0.00944375991821289,1367

forward_checking,847362918,4,"[?, ?, 0, ?]","[1, 3, 0, 2]",4.57763671875e-05,3
forward_checking,847362918,8,"[?, ?, ?, 6, ?, ?, 1, ?]","[2, 7, 3, 6, 0, 5, 1, 4]",0.000274658203125,47
forward_checking,847362918,10,"[?, 0, ?, ?, ?, ?, ?, 1, ?, ?]","[4, 0, 7, 9, 2, 5, 8, 1, 3, 6]",0.002229928970336914,415
forward_checking,847362918,12,"[?, 9, ?, ?, ?, ?, ?, ?, 11, ?, 6, ?]","[1, 9, 7, 10, 4, 2, 0, 5, 11, 8, 6, 3]",0.0043621063232421875,764
forward_checking,847362918,15,"[?, ?, ?, ?, ?, ?, 12, ?, ?, ?, ?, ?, 13, ?, 3]","[0, 4, 10, 7, 11, 14, 12, 1, 5, 2, 6, 9, 13, 8, 3]",0.011048555374145508,1494

forward_checking,938475610,4,"[?, ?, 2, ?]",null,5.459785461425781e-05,8
forward_checking,938475610,8,"[?, 5, ?, ?, ?, ?, ?, 0]","[2, 5, 3, 1, 7, 4, 6, 0]",0.0003826618194580078,49
forward_checking,938475610,10,"[?, ?, ?, ?, 5, ?, ?, ?, 0, ?]","[2, 4, 8, 3, 5, 9, 1, 6, 0, 7]",0.0002777576446533203,12
forward_checking,938475610,12,"[?, ?, ?, ?, 6, 8, ?, ?, ?, ?, 5, ?]","[0, 2, 9, 11, 6, 8, 3, 1, 4, 7, 5, 10]",0.0010344982147216797,63
forward_checking,938475610,15,"[?, 0, ?, ?, ?, 2, ?, ?, ?, ?, ?, ?, 13, ?, ?]","[3, 0, 6, 10, 14, 2, 4, 12, 8, 11, 5, 1, 13, 9, 7]",0.010549306869506836,646

forward_checking,1230984756,4,"[?, 1, ?, ?]",null,0.00016498565673828125,6
forward_checking,1230984756,8,"[?, ?, ?, ?, ?, 4, 7, ?]","[5, 1, 6, 0, 2, 4, 7, 3]",0.0003974437713623047,70
forward_checking,1230984756,10,"[?, ?, ?, ?, ?, ?, 6, 8, ?, ?]","[2, 4, 9, 7, 3, 1, 6, 8, 5, 0]",0.0013957023620605469,99
forward_checking,1230984756,12,"[?, ?, ?, ?, ?, ?, 4, 11, ?, ?, ?, 0]","[8, 1, 5, 2, 10, 7, 4, 11, 9, 6, 3, 0]",0.013501882553100586,1680
forward_checking,1230984756,15,"[?, ?, ?, ?, 12, ?, ?, 7, ?, ?, ?, 8, ?, ?, ?]","[1, 3, 5, 10, 12, 0, 4, 7, 13, 2, 14, 8, 11, 9, 6]",0.009559869766235352,974

forward_checking,564738295,4,"[?, ?, 2, ?]",null,9.679794311523438e-05,8
forward_checking,564738295,8,"[?, ?, ?, 3, 6, ?, ?, ?]","[4, 2, 7, 3, 6, 0, 5, 1]",0.0003237724304199219,56
forward_checking,564738295,10,"[?, ?, ?, ?, ?, ?, ?, 6, ?, 3]","[2, 7, 5, 8, 0, 9, 4, 6, 1, 3]",0.005868673324584961,732
forward_checking,564738295,12,"[?, ?, ?, ?, 0, ?, 8, ?, ?, 3, ?, ?]","[1, 6, 9, 7, 0, 11, 8, 2, 5, 3, 10, 4]",0.00106048583984375,184
forward_checking,564738295,15,"[?, 9, ?, ?, ?, ?, 1, ?, ?, ?, ?, ?, ?, ?, 6]","[0, 9, 3, 8, 2, 11, 1, 10, 5, 13, 4, 7, 14, 12, 6]",0.004532814025878906,572

forward_checking,2039485790,4,"[?, ?, 2, ?]",null,6.532669067382812e-05,8
forward_checking,2039485790,8,"[?, ?, ?, ?, ?, ?, 3, 5]","[2, 0, 6, 4, 7, 1, 3, 5]",0.0005366802215576172,88
forward_checking,2039485790,10,"[?, ?, 2, ?, ?, ?, ?, ?, ?, 3]","[1, 5, 2, 6, 9, 0, 8, 4, 7, 3]",0.0004146099090576172,65
forward_checking,2039485790,12,"[?, ?, ?, ?, ?, ?, ?, 3, ?, 6, 9, ?]","[0, 5, 10, 4, 7, 11, 8, 3, 1, 6, 9, 2]",0.002847909927368164,399
forward_checking,2039485790,15,"[?, ?, ?, ?, 3, ?, ?, ?, ?, ?, 7, ?, ?, 2, ?]","[0, 5, 9, 6, 3, 11, 14, 12, 10, 4, 7, 1, 13, 2, 8]",0.0005044937133789062,31

forward_checking,918273640,4,"[?, ?, ?, 2]","[1, 3, 0, 2]",6.151199340820312e-05,7
forward_checking,918273640,8,"[0, ?, ?, ?, 1, ?, ?, ?]","[0, 6, 4, 7, 1, 3, 5, 2]",0.00042057037353515625,84
forward_checking,918273640,10,"[5, ?, ?, ?, ?, ?, 1, ?, ?, ?]","[5, 0, 4, 6, 8, 3, 1, 7, 9, 2]",0.00041556358337402344,52
forward_checking,918273640,12,"[10, ?, ?, 11, 7, ?, ?, ?, ?, ?, ?, ?]","[10, 3, 0, 11, 7, 2, 6, 8, 1, 4, 9, 5]",0.0041391849517822266,741
forward_checking,918273640,15,"[11, ?, ?, 9, ?, ?, 4, ?, ?, ?, ?, ?, ?, ?, ?]","[11, 0, 3, 9, 12, 8, 4, 2, 13, 6, 10, 7, 14, 1, 5]",0.001203775405883789,142

forward_checking,1298374610,4,"[?, 1, ?, ?]",null,3.3855438232421875e-05,6
forward_checking,1298374610,8,"[?, ?, ?, 7, 3, ?, ?, ?]","[5, 2, 0, 7, 3, 1, 6, 4]",0.0002994537353515625,58
forward_checking,1298374610,10,"[?, ?, ?, 4, ?, ?, 3, ?, ?, ?]","[0, 5, 8, 4, 9, 7, 3, 1, 6, 2]",0.0003674030303955078,32
forward_checking,1298374610,12,"[?, ?, ?, 8, ?, ?, 1, 6, ?, ?, ?, ?]","[0, 9, 3, 8, 2, 11, 1, 6, 10, 5, 7, 4]",0.0024368762969970703,232
forward_checking,1298374610,15,"[?, ?, ?, 13, ?, ?, 2, 14, ?, ?, ?, ?, ?, ?, ?]","[0, 4, 8, 13, 5, 9, 2, 14, 10, 6, 3, 1, 11, 7, 12]",0.007292032241821289,417

forward_checking,283746599,4,"[?, ?, 3, ?]","[2, 0, 3, 1]",6.461143493652344e-05,7
forward_checking,283746599,8,"[?, 3, ?, ?, 7, ?, ?, ?]","[5, 3, 0, 4, 7, 1, 6, 2]",0.0005595684051513672,68
forward_checking,283746599,10,"[?, ?, ?, ?, 3, ?, ?, ?, 0, ?]","[2, 5, 8, 1, 3, 6, 9, 7, 0, 4]",0.003200054168701172,252
forward_checking,283746599,12,"[?, ?, ?, ?, ?, 10, ?, ?, 6, 3, ?, ?]","[0, 4, 11, 7, 5, 10, 2, 9, 6, 3, 1, 8]",0.0018391609191894531,160
forward_checking,283746599,15,"[?, ?, ?, 6, ?, ?, ?, ?, ?, 13, ?, 8, ?, ?, ?]","[0, 2, 11, 6, 3, 10, 12, 14, 4, 13, 1, 8, 5, 7, 9]",0.028164148330688477,1818

forward_checking,192837460,4,"[?, 1, ?, ?]",null,6.079673767089844e-05,6
forward_checking,192837460,8,"[?, ?, ?, ?, 6, 1, ?, ?]","[3, 7, 0, 4, 6, 1, 5, 2]",0.0005004405975341797,61
forward_checking,192837460,10,"[?, ?, ?, ?, ?, ?, 0, ?, ?, 1]","[3, 6, 9, 2, 4, 7, 0, 8, 5, 1]",0.0009183883666992188,142
forward_checking,192837460,12,"[?, ?, ?, ?, ?, ?, 9, ?, ?, 3, 11, ?]","[2, 5, 8, 10, 1, 4, 9, 7, 0, 3, 11, 6]",0.004675865173339844,555
forward_checking,192837460,15,"[?, ?, ?, 2, ?, ?, ?, ?, ?, ?, ?, ?, 3, 13, ?]","[1, 5, 9, 2, 0, 11, 14, 10, 6, 4, 12, 8, 3, 13, 7]",0.0049321651458740234,671

forward_checking,374829100,4,"[?, ?, ?, 3]",null,5.030632019042969e-05,7
forward_checking,374829100,8,"[?, 6, ?, ?, ?, 0, ?, ?]","[2, 6, 1, 7, 4, 0, 3, 5]",0.00025963783264160156,38
forward_checking,374829100,10,"[?, ?, ?, ?, ?, ?, 5, ?, 8, ?]","[3, 7, 0, 4, 9, 1, 5, 2, 8, 6]",0.0027971267700195312,419
forward_checking,374829100,12,"[?, ?, ?, ?, ?, ?, 10, 6, 9, ?, ?, ?]","[0, 4, 7, 5, 11, 1, 10, 6, 9, 2, 8, 3]",0.0009391307830810547,109
forward_checking,374829100,15,"[?, ?, ?, ?, 0, ?, ?, ?, ?, ?, ?, 4, ?, ?, 11]","[1, 6, 8, 14, 0, 7, 5, 2, 12, 9, 13, 4, 10, 3, 11]",0.0004942417144775391,22

forward_checking,847362900,4,"[?, ?, 3, ?]","[2, 0, 3, 1]",7.843971252441406e-05,7
forward_checking,847362900,8,"[?, ?, ?, 6, 0, ?, ?, ?]","[2, 7, 3, 6, 0, 5, 1, 4]",0.00038552284240722656,36
forward_checking,847362900,10,"[?, ?, 8, ?, 9, ?, ?, ?, ?, ?]","[0, 3, 8, 6, 9, 2, 5, 1, 4, 7]",0.0005207061767578125,39
forward_checking,847362900,12,"[?, ?, ?, ?, ?, ?, 3, 5, 7, ?, ?, ?]","[2, 4, 11, 8, 0, 9, 3, 5, 7, 1, 10, 6]",0.008394718170166016,1105
forward_checking,847362900,15,"[?, ?, ?, ?, ?, ?, 10, ?, ?, ?, 11, 0, ?, ?, ?]","[2, 4, 7, 12, 3, 13, 10, 5, 14, 1, 11, 0, 8, 6, 9]",0.004239082336425781,399

forward_checking,1092837400,4,"[?, ?, 1, ?]",null,7.486343383789062e-05,8
forward_checking,1092837400,8,"[?, 0, ?, ?, ?, ?, ?, 4]","[6, 0, 2, 7, 5, 3, 1, 4]",0.0012063980102539062,96
forward_checking,1092837400,10,"[?, ?, ?, 0, ?, ?, ?, ?, ?, 3]","[1, 5, 8, 0, 7, 4, 2, 9, 6, 3]",0.0006642341613769531,40
forward_checking,1092837400,12,"[?, 2, ?, ?, ?, 0, ?, ?, 4, ?, ?, ?]","[6, 2, 5, 7, 9, 0, 3, 1, 4, 11, 8, 10]",0.0018057823181152344,116
forward_checking,1092837400,15,"[?, 8, ?, ?, ?, ?, ?, 0, ?, ?, 2, ?, ?, ?, ?]","[1, 8, 4, 11, 7, 3, 10, 0, 5, 14, 2, 6, 12, 9, 13]",0.0016486644744873047,19

forward_checking,657483900,4,"[?, ?, 3, ?]","[2, 0, 3, 1]",5.936622619628906e-05,7
forward_checking,657483900,8,"[?, ?, ?, ?, 6, ?, ?, 4]","[0, 5, 7, 2, 6, 3, 1, 4]",0.0002567768096923828,31
forward_checking,657483900,10,"[?, ?, ?, 1, ?, ?, ?, ?, ?, 8]","[3, 7, 4, 1, 5, 9, 6, 0, 2, 8]",0.003007650375366211,515
forward_checking,657483900,12,"[?, ?, ?, 11, ?, ?, 7, ?, 3, ?, ?, ?]","[2, 6, 8, 11, 4, 1, 7, 10, 3, 0, 9, 5]",0.0035190582275390625,572
forward_checking,657483900,15,"[?, ?, ?, 10, 1, ?, 8, ?, ?, ?, ?, ?, ?, ?, ?]","[0, 2, 5, 10, 1, 13, 8, 12, 14, 3, 6, 9, 11, 4, 7]",0.005379438400268555,773

forward_checking,1203948500,4,"[1, ?, ?, ?]","[1, 3, 0, 2]",5.078315734863281e-05,5
forward_checking,1203948500,8,"[7, 4, ?, ?, ?, ?, ?, ?]",null,0.0004889965057373047,103
forward_checking,1203948500,10,"[?, ?, 7, ?, ?, ?, ?, 6, ?, ?]","[1, 4, 7, 5, 8, 2, 0, 6, 3, 9]",0.0012021064758300781,205
forward_checking,1203948500,12,"[?, ?, 11, ?, ?, ?, 5, 3, ?, ?, ?, ?]","[0, 8, 11, 4, 1, 9, 5, 3, 10, 7, 2, 6]",0.0006330013275146484,87
forward_checking,1203948500,15,"[?, ?, 11, ?, ?, ?, ?, 7, ?, ?, ?, ?, ?, ?, 13]","[1, 4, 11, 5, 8, 12, 0, 7, 14, 2, 6, 9, 3, 10, 13]",0.0030651092529296875,467

forward_checking,2039485700,4,"[?, ?, ?, 3]",null,5.0067901611328125e-05,7
forward_checking,2039485700,8,"[2, ?, ?, ?, ?, 5, ?, ?]","[2, 7, 3, 6, 0, 5, 1, 4]",0.0006237030029296875,117
forward_checking,2039485700,10,"[?, ?, ?, ?, ?, 2, 9, ?, ?, ?]","[0, 7, 1, 8, 5, 2, 9, 3, 6, 4]",0.00038051605224609375,40
forward_checking,2039485700,12,"[?, 7, ?, ?, ?, 8, 0, ?, ?, ?, ?, ?]","[2, 7, 9, 1, 5, 8, 0, 11, 4, 6, 10, 3]",0.0022127628326416016,263
forward_checking,2039485700,15,"[?, ?, ?, ?, 8, ?, 12, ?, ?, ?, ?, 11, ?, ?, ?]","[1, 3, 9, 14, 8, 4, 12, 0, 13, 7, 5, 11, 2, 10, 6]",0.0017938613891601562,218


